Date,Visits
05-01-2019,
05-02-2019,
05-03-2019,
05-04-2019,
05-05-2019,
05-06-2019,
05-07-2019,
05-08-2019,
05-09-2019,
05-10-2019,
05-11-2019,
05-12-2019,
5/13/2019,
5/14/2019,
5/15/2019,
5/16/2019,
5/17/2019,
5/18/2019,
5/19/2019,
5/20/2019,
5/21/2019,
5/22/2019,
5/23/2019,
5/24/2019,
5/25/2019,
5/26/2019,
5/27/2019,
5/28/2019,
5/29/2019,
5/30/2019,
5/31/2019,
06-01-2019,
06-02-2019,
06-03-2019,
06-04-2019,
06-05-2019,
06-06-2019,
06-07-2019,
06-08-2019,
06-09-2019,
06-10-2019,
06-11-2019,
06-12-2019,
6/13/2019,
6/14/2019,
6/15/2019,
6/16/2019,
6/17/2019,
6/18/2019,
6/19/2019,
6/20/2019,
6/21/2019,
6/22/2019,
6/23/2019,
6/24/2019,
6/25/2019,
6/26/2019,
6/27/2019,
6/28/2019,
6/29/2019,
6/30/2019,
07-01-2019,
07-02-2019,
07-03-2019,
07-04-2019,
07-05-2019,
07-06-2019,
07-07-2019,
07-08-2019,
07-09-2019,
07-10-2019,
07-11-2019,
07-12-2019,
7/13/2019,
7/14/2019,
7/15/2019,
7/16/2019,
7/17/2019,
7/18/2019,
7/19/2019,
7/20/2019,
7/21/2019,
7/22/2019,
7/23/2019,
7/24/2019,
7/25/2019,
7/26/2019,
7/27/2019,
7/28/2019,
7/29/2019,
7/30/2019,
7/31/2019,
08-01-2019,
08-02-2019,
08-03-2019,
08-04-2019,
08-05-2019,
08-06-2019,
08-07-2019,
08-08-2019,
08-09-2019,
08-10-2019,
08-11-2019,
08-12-2019,
8/13/2019,
8/14/2019,
8/15/2019,
8/16/2019,
8/17/2019,
8/18/2019,
8/19/2019,
8/20/2019,
8/21/2019,
8/22/2019,
8/23/2019,
8/24/2019,
8/25/2019,
8/26/2019,
8/27/2019,
8/28/2019,
8/29/2019,
8/30/2019,
8/31/2019,
09-01-2019,
09-02-2019,
09-03-2019,
09-04-2019,
09-05-2019,
09-06-2019,
09-07-2019,
09-08-2019,
09-09-2019,
09-10-2019,
09-11-2019,
09-12-2019,
9/13/2019,
9/14/2019,
9/15/2019,
9/16/2019,
9/17/2019,
9/18/2019,
9/19/2019,
9/20/2019,
9/21/2019,
9/22/2019,
9/23/2019,
9/24/2019,
9/25/2019,
9/26/2019,
9/27/2019,
9/28/2019,
9/29/2019,
9/30/2019,
10-01-2019,
10-02-2019,
10-03-2019,
10-04-2019,
10-05-2019,
10-06-2019,
10-07-2019,
10-08-2019,
10-09-2019,
10-10-2019,
10-11-2019,
10-12-2019,
10/13/2019,
10/14/2019,
10/15/2019,
10/16/2019,
10/17/2019,
10/18/2019,
10/19/2019,
10/20/2019,
10/21/2019,
10/22/2019,
10/23/2019,
10/24/2019,
10/25/2019,
10/26/2019,
10/27/2019,
10/28/2019,
10/29/2019,
10/30/2019,
10/31/2019,
11-01-2019,
11-02-2019,
11-03-2019,
11-04-2019,
11-05-2019,
11-06-2019,
11-07-2019,
11-08-2019,
11-09-2019,
11-10-2019,
11-11-2019,
11-12-2019,
11/13/2019,
11/14/2019,
11/15/2019,
11/16/2019,
11/17/2019,
11/18/2019,
11/19/2019,
11/20/2019,
11/21/2019,
11/22/2019,
11/23/2019,
11/24/2019,
11/25/2019,
11/26/2019,
11/27/2019,
11/28/2019,
11/29/2019,
11/30/2019,
12-01-2019,
12-02-2019,
12-03-2019,
12-04-2019,
12-05-2019,
12-06-2019,
12-07-2019,
12-08-2019,
12-09-2019,
12-10-2019,
12-11-2019,
12-12-2019,
12/13/2019,
12/14/2019,
12/15/2019,
12/16/2019,
12/17/2019,
12/18/2019,
12/19/2019,
12/20/2019,
12/21/2019,
12/22/2019,
12/23/2019,
12/24/2019,
12/25/2019,
12/26/2019,
12/27/2019,
12/28/2019,
12/29/2019,
12/30/2019,
12/31/2019,
01-01-2020,
01-02-2020,
01-03-2020,
01-04-2020,
01-05-2020,
01-06-2020,
01-07-2020,
01-08-2020,
01-09-2020,
01-10-2020,
01-11-2020,
01-12-2020,
1/13/2020,
1/14/2020,
1/15/2020,
1/16/2020,
1/17/2020,
1/18/2020,
1/19/2020,
1/20/2020,
1/21/2020,
1/22/2020,
1/23/2020,
1/24/2020,
1/25/2020,
1/26/2020,
1/27/2020,
1/28/2020,
1/29/2020,
1/30/2020,
1/31/2020,
02-01-2020,
02-02-2020,
02-03-2020,
02-04-2020,
02-05-2020,
02-06-2020,
02-07-2020,
02-08-2020,
02-09-2020,
02-10-2020,
02-11-2020,
02-12-2020,
2/13/2020,
2/14/2020,
2/15/2020,
2/16/2020,
2/17/2020,
2/18/2020,
2/19/2020,
2/20/2020,
2/21/2020,
2/22/2020,
2/23/2020,
2/24/2020,
2/25/2020,
2/26/2020,
2/27/2020,
2/28/2020,
2/29/2020,
03-01-2020,
03-02-2020,
03-03-2020,
03-04-2020,
03-05-2020,
03-06-2020,
03-07-2020,
03-08-2020,
03-09-2020,
03-10-2020,
03-11-2020,
03-12-2020,
3/13/2020,
3/14/2020,
3/15/2020,
3/16/2020,
3/17/2020,
3/18/2020,
3/19/2020,
3/20/2020,
3/21/2020,
3/22/2020,
3/23/2020,
3/24/2020,
3/25/2020,
3/26/2020,
3/27/2020,
3/28/2020,
3/29/2020,
3/30/2020,
3/31/2020,
04-01-2020,
04-02-2020,
04-03-2020,
04-04-2020,
04-05-2020,
04-06-2020,
04-07-2020,
04-08-2020,
04-09-2020,
04-10-2020,
04-11-2020,
04-12-2020,
4/13/2020,
4/14/2020,
4/15/2020,
4/16/2020,
4/17/2020,
4/18/2020,
4/19/2020,
4/20/2020,
4/21/2020,
4/22/2020,
4/23/2020,
4/24/2020,
4/25/2020,
4/26/2020,
4/27/2020,
4/28/2020,
4/29/2020,
4/30/2020,
05-01-2020,
05-02-2020,
05-03-2020,
05-04-2020,
05-05-2020,
05-06-2020,
05-07-2020,
05-08-2020,
05-09-2020,
05-10-2020,
05-11-2020,
05-12-2020,
5/13/2020,
5/14/2020,
5/15/2020,
5/16/2020,
5/17/2020,
5/18/2020,
5/19/2020,
5/20/2020,
5/21/2020,
5/22/2020,
5/23/2020,
5/24/2020,
5/25/2020,
5/26/2020,
5/27/2020,
5/28/2020,
5/29/2020,
5/30/2020,
5/31/2020,
06-01-2020,
06-02-2020,
06-03-2020,
06-04-2020,
06-05-2020,
06-06-2020,
06-07-2020,
06-08-2020,
06-09-2020,
06-10-2020,
06-11-2020,
06-12-2020,
6/13/2020,
6/14/2020,
6/15/2020,
6/16/2020,
6/17/2020,
6/18/2020,
6/19/2020,
6/20/2020,
6/21/2020,
6/22/2020,
6/23/2020,
6/24/2020,
6/25/2020,
6/26/2020,
6/27/2020,
6/28/2020,
6/29/2020,
6/30/2020,
07-01-2020,
07-02-2020,
07-03-2020,
07-04-2020,
07-05-2020,
07-06-2020,
07-07-2020,
07-08-2020,
07-09-2020,
07-10-2020,
07-11-2020,
07-12-2020,
7/13/2020,
7/14/2020,
7/15/2020,
7/16/2020,
7/17/2020,
7/18/2020,
7/19/2020,
7/20/2020,
7/21/2020,
7/22/2020,
7/23/2020,
7/24/2020,
7/25/2020,
7/26/2020,
7/27/2020,
7/28/2020,
7/29/2020,
7/30/2020,
7/31/2020,
08-01-2020,
08-02-2020,
08-03-2020,
08-04-2020,
08-05-2020,
08-06-2020,
08-07-2020,
08-08-2020,
08-09-2020,
08-10-2020,
08-11-2020,
08-12-2020,
8/13/2020,
8/14/2020,
8/15/2020,
8/16/2020,
8/17/2020,
8/18/2020,
8/19/2020,
